SKU,Descripción,Precio
005PTRIGOP,"Almeja 9x9"" beige c/3 div Paja Trigo PQTE 50 Pzas. PT*3",0
004PTRIGO,"Almeja 9x9"" beige liso Paja Trigo CAJA 200 Pzas. PT*3",0
004PTRIGOP,"Almeja 9x9"" beige liso Paja Trigo PQTE 50 Pzas. PT*3",0
009PTRIGO,"Copa soufflé 2 oz beige Paja Trigo CAJA 2,000 Pzas. PT*1",0
009PTRIGOP,Copa soufflé 2 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
012PTRIGO,"Copa soufflé 4 oz beige Paja Trigo CAJA 1,000 Pzas. PT*1",0
012PTRIGOP,Copa soufflé 4 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
001PTRIGO,"Hamburguesero 6x6"" beige Paja Trigo CAJA 500 Pzas. PT*1",0
001PTRIGOP,"Hamburguesero 6x6"" beige Paja Trigo PQTE 50 Pzas .PT*1",0
028PTRIGO,"Lunch Box 10x7"" beige c/3 div Paja Trigo CAJA 400 Pzas. PT*1",0
028PTRIGOP,"Lunch Box 10x7"" beige c/3 div Paja Trigo PQTE 50 Pzas. PT*1",0
025PTRIGO,"Lunch Box 10x7x2"" beige Paja Trigo CAJA 400 Pzas. PT*1",0
025PTRIGOP,"Lunch Box 10x7x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
026PTRIGO,Lunch Box 10x7x3 beige Paja Trigo CAJA 400 Pzas. PT*1,0
026PTRIGOP,"Lunch box 10x7x3"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
015.1PTRIGO,Lunch Box 29 oz beige Paja Trigo CAJA 400 Pzas. PT*3,0
015.1TRIGOP,Lunch Box 29 oz beige Paja Trigo PQTE 50 Pzas. PT*3,0
015.2PTRIGO,Lunch Box 38 oz beige Paja Trigo CAJA 400 Pzas. PT*3,0
015.2PTRIGOP,Lunch Box 38 oz beige Paja Trigo PQTE 50 Pzas. PT*3,0
015.3,Lunch Box 44 oz beige Paja Trigo CAJA 400 Pzas. PT*3,0
015.3PTRIGOP,Lunch Box 44 oz beige Paja Trigo PQTE 50 Pzas. PT*3,0
015.0PTRIGO,"Lunch Box 6x5x2"" beige Paja Trigo CAJA 600 Pzas. PT*1",0
015.0PTRIGOP,"Lunch Box 6x5x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
017PTRIGOP,"Lunch Box 8x6"" beige liso Paja Trigo PQTE 50 Pzas. PT*1",0
017PTRIGO,"Lunch Box 8x6"" beige liso Paja Trigo CAJA 400 Pzas. PT*1",0
019PTRIGOP,"Lunch Box 8x6x2"" beige c/ 2 div Paja Trigo PQTE 50 Pzas. PT*1",0
019PTRIGO,"Lunch Box 8x6x2"" beige c/2 div Paja Trigo CAJA 400 Pzas. PT*1",0
021PTRIGOP,"Lunch Box 9x7x2"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
021PTRIGO,"Lunch Box 9x7x2"" beige Paja Trigo CAJA 400 Pzas. PT*1",0
022PTRIGO,"Lunch Box 9x7x3"" beige Paja Trigo CAJA 400 Pzas. PT*1",0
022PTRIGOP,"Lunch Box 9x7x3"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
030PTRIGO,Platón ovalado burritos 24 oz beige Paja Trigo CAJA 300 Pzas. PT*1,0
030PTRIGOP,Platón ovalado burritos 24 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
032PTRIGO,Platón ovalado burritos 32 oz beige Paja Trigo CAJA 300 Pzas. PT*1,0
032PTRIGOP,Platón ovalado burritos 32 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
029PTRIGO,"Tapa Box Lunch 10x7"" beige c/3 div PLA CAJA 400 Pzas. PLA*1",0
029PTRIGOP,"Tapa Box Lunch 10x7"" beige c/3 div PLA PQTE 50 Pzas. PLA*1",0
010PTRIGO,"Tapa copa soufflé 2 oz beige Paja Trigo CAJA 2,000 Pzas. PT*1",0
010PTRIGOP,Tapa copa soufflé 2 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
011PTRIGOP,Tapa copa soufflé 2 oz PLA PQTE 100 Pzas. PLA*1,0
011PTRIGO,"Tapa copa souffle 2 oz transparente Paja Trigo PLA CAJA 2,000 Pzas. PT*1",0
013PTRIGO,"Tapa copa soufflé 4 oz beige Paja Trigo CAJA 1,000 Pzas. PT*1",0
013PTRIGOP,Tapa copa soufflé 4 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
027PTRIGO,"Tapa Lunch Box 10x7"" PLA CAJA 400 Pzas. PLA*1",0
027PTRIGOP,"Tapa Lunch Box 10x7"" PLA PQTE 50 Pzas. PLA*1",0
015.4PTRIGO,Tapa Lunch Box 29/44 oz PLA CAJA 400 Pzas. PLA*3,0
015.4PTRIGOP,Tapa Lunch Box 29/44 oz PLA PQTE 50 Pzas. PLA*3,0
016PTRIGO,"Tapa Lunch Box 6x5"" beige Paja Trigo CAJA 600 Pzas. PT*1",0
016PTRIGOP,"Tapa Lunch Box 6x5"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
020PTRIGO,"Tapa Lunch Box 8x6"" c/2 div PLA CAJA 400 Pzas. PLA*1",0
020PTRIGOP,"Tapa Lunch Box 8x6"" c/2 div PLA PQTE 50 Pzas. PLA*1",0
018PTRIGO,"Tapa Lunch Box 8x6"" PLA CAJA 400 Pzas. PLA*1",0
018PTRIGOP,"Tapa Lunch Box 8x6"" PLA PQTE 50 Pzas. PLA*1",0
023PTRIGO,"Tapa Lunch Box 9x7"" beige Paja Trigo CAJA 400 Pzas .PT*1",0
023PTRIGOP,"Tapa Lunch Box 9x7"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
024PTRIGO,"Tapa Lunch Box 9x7"" PLA CAJA 400 Pzas. PLA*1",0
024PTRIGOP,"Tapa Lunch Box 9x7"" PLA PQTE 50 Pzas. PLA*1",0
031PTRIGO,Tapa platón ovalado burritos 24 oz PLA CAJA 300 Pzas. PLA*1,0
031PTRIGOP,Tapa platón ovalado burritos 24 oz PLA PQTE 50 Pzas. PLA*1,0
033PTRIGO,Tapa platón ovalado burritos 32 oz PLA CAJA 300 Pzas. PLA*1,0
033PTRIGOP,Tapa platón ovalado burritos 32 oz PLA PQTE 50 Pzas. PLA*1,0
036PTRIGO,"Caja Pizza 12"" beige Paja Trigo CAJA 100 Pzas. PT*1",0
036PTRIGOP,"Caja Pizza 12"" beige Paja Trigo PQTE 25 Pzas. PT*1",0
037PTRIGO,"Caja Pizza 14"" beige Paja Trigo CAJA 100 Pzas. PT*1",0
037PTRIGOP,"Caja Pizza 14"" beige Paja Trigo PQTE 25 Pzas. PT*1",0
035PTRIGO,Lunch Pack (caja) beige Paja Trigo CAJA 200 Pzas. PT*1,0
035PTRIGOP,Lunch Pack (caja) beige Paja Trigo PQTE 50 Pzas. PT*1,0
034PTRIGO,Taco Box beige 3 div Paja Trigo CAJA 300 Pzas. PT*3,0
034PTRIGOP,Taco Box beige 3 div Paja Trigo PQTE 50 Pzas. PT*1,0
051PTRIGOP,Charola rectangular 20x15x3 cm beige Paja Trigo PQTE 50 Pzas. PT*1,0
052PTRIGO,Charola rectangular 20x15x2 cm beige Paja Trigo CAJA 500 Pzas. PT*3,0
052PTRIGOP,Charola rectangular 20x15x2 cm beige Paja Trigo PQTE 50 Pzas. PT*3,0
051PTRIGO,Charola rectangular 20x15x3 cm beige Paja Trigo CAJA 600 Pzas. PT*1,0
038PTRIGOP,"Plato 6"" beige redondo pastelero (orilla rayas) Paja Trigo PQTE 50 Pzas. PT*1",0
038PTRIGO,"Plato 6"" beige redondo pastelero (orilla rayas) Paja Trigo CAJA 1,000 Pzas. PT*1",0
039PTRIGOP,"Plato 9"" beige redondo (liso) Paja Trigo PQTE 50 Pzas. PT*1",0
039PTRIGO,"Plato 9"" beige redondo (liso) Paja Trigo CAJA 1,000 Pzas. PT*1",0
040PTRIGO,"Plato 9"" beige redondo c/3 div Paja Trigo CAJA 500 Pzas. PT*1",0
040PTRIGOP,"Plato 9"" beige redondo c/3 div Paja Trigo PQTE 50 Pzas. PT*1",0
041PTRIGO,"Plato fiesta copa 7"" beige Paja Trigo CAJA 1,000 Pzas. PT*1",0
041PTRIGOP,"Plato fiesta copa 7"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
042PTRIGO,"Plato fiesta vaso 9"" beige Paja Trigo CAJA 400 Pzas. PT*1",0
042PTRIGOP,"Plato fiesta vaso 9"" beige Paja Trigo PQTE 50 Pzas. PT*1",0
047PTRIGOP,Tapa tazón 16/24/32 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
047PTRIGO,Tapa tazón 16/24/32 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
048PTRIGO,Tapa tazón 16/24/32 oz PLA (World Centric) CAJA 300 Pzas. PLA*1,0
048PTRIGOP,Tapa tazón 16/24/32 oz PLA (World Centric) PQTE 50 Pzas. PLA*1,0
050PTRIGOP,Tapa tazón Kai 8/12/16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
050PTRIGO,Tapa tazón Kai 8/12/16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
044PTRIGO,Tazón 16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
044PTRIGOP,Tazón 16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
045PTRIGO,Tazón 24 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
045PTRIGOP,Tazón 24 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
046.1PTRIGO,Tazón 30 oz beige Paja Trigo CAJA 800 Pzas. PT *1,0
046.1PTRIGOP,Tazón 30 oz beige Paja Trigo PQTE 50 Pzas. PT*1,0
046.0PTRIGO,Tazón 32 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
046.0PTRIGOP,Tazón 32 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
043PTRIGO,"Tazón 6 oz beige (sin tapa) Paja Trigo (World Centric) CAJA 1,000 Pzas. PT*1",0
043PTRIGOP,Tazón 6 oz beige (sin tapa) Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
049PTRIGO,Tazón Kai 16 oz beige Paja Trigo (World Centric) CAJA 500 Pzas. PT*1,0
049PTRIGOP,Tazón Kai 16 oz beige Paja Trigo (World Centric) PQTE 50 Pzas. PT*1,0
002ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadrada rojo CAJA 1,000 Pzas. PAG*2",0
005.1ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros amarillo CAJA 1,000 Pzas. PAG*2",0
005.1ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros amarillo PQTE 100 Pzas. PAG*2,0
004ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros azul CAJA 1,000 Pzas. PAG*2",0
004ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros azul PQTE 100 Pzas. PAG*2,0
005.2ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros café CAJA 1,000 Pzas. PAG*2",0
005.2ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros café PQTE 100 Pzas. PAG*2,0
005.3ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros naranja CAJA 1,000 Pzas. PAG*2",0
005.3ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros naranja PQTE 100 Pzas. PAG*2,0
003ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros negro CAJA 1,000 Pzas. PAG*2",0
003ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros negro PQTE 100 Pzas. PAG*2,0
002ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros rojo PQTE 100 Pzas. PAG*2,0
001.1ANTIG,Hoja papel antigrasa 25 grms 30x30 cm cuadros rosa CAJA 500 Pzas. *6,0
001.1ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros rosa PQTE. 100 Pzas *6,0
005.0ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm cuadros verde CAJA 1,000 Pzas. PAG*2",0
005.0ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm cuadros verde PQTE 100 Pzas. PAG*2,0
001.0ANTIG,"Hoja papel antigrasa 25 grms 30x30 cm liso kraft CAJA 1,000 Pzas. PAG*3",0
001.0ANTIGP,Hoja papel antigrasa 25 grms 30x30 cm liso kraft PQTE 100 Pzas. PAG*3,0
014KRAFT,"Fajilla Ajustable Cartón Bio 8/10/12/16 oz CAJA 1,000 Pzas. PKB*2",0
014KRAFTP,Fajilla Ajustable Cartón Bio 8/10/12/16 oz PQTE 100 Pzas. PKB*2,0
013KRAFT,"Fajilla Pegada Cartón Bio (ensamblada) 10/20 oz CAJA 1,000 Pzas. PKB*2",0
013KRAFTP,Fajilla Pegada Cartón Bio (ensamblada) 10/20 oz PQTE 100 Pzas. PKB*2,0
016.1KRAFT,"Popote de papel 21 cm x 0.6 cm estuchado CAJA 2,000 Pzas. PKB*3",0
016.1KRAFTP,Popote de papel 21 cm x 0.6 cm estuchado PQTE 500 Pzas. PKB*3,0
015KRAFT,Portavaso Pulpa Papel p/4 pzas CAJA 200 Pzas. PKB*2,0
015KRAFTP,Portavaso Pulpa Papel p/4 pzas PQTE 50 Pzas. PKB*2,0
016.0KRAFT,Portavasos P Kraft p/2 pzas CAJA 100 Pzas. PKB*2,0
016.0KRAFTP,Portavasos P Kraft p/2 pzas PQTE 50 Pzas. PKB*2,0
022.2KRAFT,"Servilleta de Lujo Cafe 21x9 cm CAJA 1,000 Pzas. PKB",0
022.2KRAFTP,Servilleta de Lujo Cafe 21x9 cm PQTE 100 Pzas. PKB,0
017KRAFT,"Servilleta P Kraft p/dispensador CAJA 6,000 Pzas. PKB*1",0
017KRAFTP,Servilleta P Kraft p/dispensador PQTE 500 Pzas. PKB*1,0
019.0KRAFT,"Servilleta P Kraft Chica 23x23 cm cuadrada CAJA 4,000 Pzas. PKB*3",0
019.0KRAFTP,Servilleta P Kraft Chica 23x23 cm cuadrada PQTE 500 Pzas. PKB*3,0
019.1KRAFT,"Servilleta P Kraft Chica 24x24 cm cuadrada CAJA 5,400 Pzas. PKB*2",0
019.1KRAFTP,Servilleta P Kraft Chica 24x24 cm cuadrada PQTE 450 Pzas. PKB*2,0
018KRAFT,"Servilleta P Kraft Cocktail 12.5x12.5 cm CAJA 6,000 Pzas. PKB",0
018KRAFTP,Servilleta P Kraft Cocktail 12.5x12.5 cm PQTE 250 Pzas. PKB,0
021KRAFTP,Servilleta P Kraft Grande 42x36 cm rectangualr PKB*3 PQTE 250 Pzas. PKB*3,0
021KRAFT,"Servilleta P Kraft Grande 42x36 cm rectangualr CAJA 3,000 Pzas. PKB*3",0
020KRAFT,"Servilleta P Kraft Mediana 30x30 cm cuadrada CAJA 3,000 Pzas. PKB*3",0
020KRAFTP,Servilleta P Kraft Mediana 30x30 cm cuadrada PQTE 500 Pzas. PKB*3,0
022.1KRAFT,Servilleta Papel Negra Tacto Lino 33x33 cm CAJA 600 Pzas. PKB,0
022.1KRAFTP,Servilleta Papel Negra Tacto Lino 33x33 cm PQTE 100 Pzas. PKB,0
022.0KRAFT,Servilleta Papel Negra Tacto Lino 43x30 cm CAJA 600 Pzas. PKB*10,0
022.0KRAFTP,Servilleta Papel Negra Tacto Lino 43x30 cm PQTE 100 Pzas. PKB*10,0
091KRAFT,Bolsa 1/2 papel Antigrasa Blanco 7.5X16X4 CAJA 500 Pzas. PKB*6,0
091KRAFTP,Bolsa 1/2 Papel Antigrasa Blanco 7.5X16X4 cm. PQTE 100 Pzas. PKB*6,0
090KRAFT,Bolsa 1/4 papel Antigrasa Blanco 6.30x14x3 cm CAJA 500 Pzas. PKB*6,0
090KRAFTP,Bolsa 1/4 Papel Antigrasa Blanco 6.30x14x3 cm. PQTE 100 Pzas. PKB*6,0
080KRAFTP,Bolsa c/asa de Macramé Bond Parada Mini (blanca) 14.5x11x8 cm. PQTE 50 pzas.,0
081KRAFT,Bolsa c/asa Macramé Bond Parada CH Kraft 16x21x9 cm. CAJA 100 pzas.,0
081KRAFTP,Bolsa c/asa Macramé Bond Parada CH Kraft 22X16X10 cm. PQTE 50 pzas.,0
080KRAFT,Bolsa c/asa Macramé Bond Parada Mini (blanca) 14.5x11x8 cm. CAJA 100 pzas.,0
064KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia CH 19x19x14 cm. CAJA 100 pzas.,0
064KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia CH 19x19x14 cm. PQTE 50 pzas.,0
066KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia G 30x30x21 cm. CAJA 100 pzas.,0
066KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia G 30x30x21 cm. PQTE 50 pzas,0
065KRAFT,Bolsa c/asa Macramé Kraft Cuadrada Amplia M 24x24x17 cm. CAJA 100 pzas.,0
065KRAFTP,Bolsa c/asa Macramé Kraft Cuadrada Amplia M 24x24x17 cm. PQTE 50 pzas,0
063KRAFTP,Bolsa c/asa Macramé Kraft Rect. Bout. CH 22x16.5x9 cm. PQTE 50 pzas.,0
063KRAFT,Bolsa c/asa Macramé Kraft Rect. Bout. CH 22x16x9 cm. CAJA 100 pzas.,0
059.1KRAFT,Bolsa c/asa Troquelada Kraft Duq. Chica 19x24.5x10 cm. CAJA 100 pzas.,0
059.1,Bolsa c/asa Troquelada Kraft Duq. Chica 19x24.5x10 cm. PQTE 50 pzas.,0
061KRAFT,Bolsa c/asa Troquelada Kraft Duq. G 30x29x18 cm. CAJA 100 pzas.,0
061KRAFTP,Bolsa c/asa Troquelada Kraft Duq. G 30x29x18 cm. PQTE 50 pzas.,0
060KRAFT,Bolsa c/asa Troquelada Kraft Duq. M 29x26x15 cm. CAJA 100 pzas.,0
060KRAFTP,Bolsa c/asa Troquelada Kraft Duq. M 29x26x15 cm. PQTE 50 pzas.,0
059.0KRAFT,Bolsa c/asa Troquelada Kraft Duq. Mini 17x17x8 cm. CAJA 100 pzas.,0
059.0KRAFTP,Bolsa c/asa Troquelada Kraft Duq. Mini 17x17x8 cm. PQTE 50 pzas.,0
062KRAFT,Bolsa c/asa Troquelada Kraft Duq. XG 38x36x21 cm. CAJA 100 pzas.,0
058KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1 Kg CAJA 100 Pzas.,0
058KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1 Kg. PQTE 50 Pzas.,0
057KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1/2 Kg CAJA 100 Pzas.,0
057KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 1/2 Kg. PQTE 50 Pzas.,0
055KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 130 Grs. CAJA 100 Pzas.,0
055KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 130 Grs. PQTE 50 Pzas.,0
056KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 250 Grs. CAJA 100 Pzas.,0
055.0KRAFT,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs. CAJA 100 Pzas.,0
055.0KRAFTP,Bolsa Multiuso c/cierre Stand Up Kraft/ventana 60 Grs. PQTE 50 Pzas.,0
051KRAFT,Bolsa P Kraft Asa Plana 22x28x13 #1 CAJA 100 Pzas. PKB*7,0
051KRAFTP,Bolsa P Kraft Asa Plana 22x28x13 #1 PQTE 50 Pzas. PKB*7,0
093KRAFT,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm CAJA 500 Pzas PKB*6,0
093KRAFTP,Bolsa P Kraft Blanco Fondo Cuadrado no. 12 (Despensa) 18X35X10 cm PQTE 100 Pzas. PKB*6,0
092KRAFT,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm CAJA 500 Pzas. PKB*6,0
092KRAFTP,Bolsa P Kraft Blanco Fondo Cuadrado no. 6 (Despensa) 15x29.5x8 cm PQTE 100 Pzas. PKB*6,0
054KRAFT,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm CAJA 500 Pzas. PKB*7,0
054KRAFTP,Bolsa P Kraft Metalizada Zipper Grande 31x31x13 cm PQTE 50 Pzas. PKB*7,0
031KRAFT,"Bolsa P Kraft Natural Antigrasa 15x28x6 cm CAJA 1,000 Pzas. PKB*7",0
031KRAFTP,Bolsa P Kraft Natural Antigrasa 15x28x6 cm PQTE 100 Pzas. PKB*7,0
044.2KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20X26X10 cm CAJA 100 pzas PKB*6,0
044.2KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) #25 20x26x11 cm PQTE 50 Pzas. PKB*6,0
044.4KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm CAJA 100 pzas PKB*6,0
044.4KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) #35 24X30X17 cm PQTE 50 pzas PKB*6,0
044.3KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm CAJA 100 pzas PKB*6,0
044.3KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Botella #90 14.5x35x13 cm PQTE 50 pzas PKB*6,0
044.0KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm CAJA 100 Pzas. PKB*2,0
044.0KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Grande 30x45x18 cm PQTE 50 Pzas. PKB*2,0
044.1KRAFT,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm CAJA 100 Pzas. PKB*2,0
044.1KRAFTP,Bolsa P Kraft Natural Asa Pegada (Torcida) Mediana 30x36x18 cm PQTE 50 Pzas. PKB*2,0
040KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 21x35x15 cm CAJA 250 Pzas. PKB*7,0
040KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 21x35x15 cm cm PQTE 50 Pzas. PKB*7,0
041KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35) CAJA 250 Pzas. PKB*6,0
041KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 25x35x19 cm (Despensa #35) PQTE 50 Pzas. PKB*6,0
042KRAFT,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm (Despensa #45) CAJA 250 Pzas. PKB*2,0
042KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado 30.5x43x17.5 cm cm (Despensa #45) PQTE 50 Pzas. PKB*2,0
038KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm CAJA 500 Pzas. PKB*6,0
038KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 10 (Despensa) 16x33x9 cm PQTE 100 Pzas. PKB*6,0
039KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm CAJA 500 Pzas. PKB*6,0
039KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 12 (Despensa) 18x35x10 cm PQTE 100 Pzas. PKB*6,0
036KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27.5x9.5 cm PQTE 100 Pzas. PKB*7,0
036KRAFT,"Bolsa P Kraft Natural Fondo Cuadrado no. 6 (Despensa) 14.5x27x9.5 cm CAJA 1,000 Pzas. PKB*7",0
037KRAFT,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm CAJA 500 Pzas. PKB*6,0
037KRAFTP,Bolsa P Kraft Natural Fondo Cuadrado no. 8 (Despensa) 15x31x9 cm PQTE 100 Pzas. PKB*6,0
095KRAFT,"Bolsa P Kraft Plana 25X33 cm #10 CAJA 1,000 Pzas PKB*8",0
095KRAFTP,Bolsa P Kraft Plana 25X33 cm #10 PQTE 250 Pzas PKB*8,0
094KRAFT,"Bolsa P Kraft Plana 30x38 cm #12 CAJA 1,000 Pzas PKB*8",0
094KRAFTP,Bolsa P Kraft Plana 30x38 cm #12 PQTE 250 Pzas PKB*8,0
030.3KRAFT,"Bolsa Papel Celulosa blanco (Baguette) 12x64x6 CAJA 1,000 Pzas. PKB*7",0
030.3KRAFTP,Bolsa Papel Celulosa blanco (Baguette) 12x64x6 PQTE 100 Pzas. PKB*7,0
027KRAFTP,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm PQTE 100 Pzas. PKB*6,0
027KRAFT,Bolsa Papel Estraza #1 - 8.5x20.5x5.5 cm CAJA 500 Pzas. PKB*6,0
026KRAFTP,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm PQTE 100 Pzas. PKB*6,0
026KRAFT,Bolsa Papel Estraza #1/2 - 7.5x17x3.5 cm CAJA 500 Pzas. PKB*6,0
025KRAFT,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm CAJA 500 Pzas. PKB*6,0
025KRAFTP,Bolsa Papel Estraza #1/4 - 6x15x3.5 cm PQTE 100 Pzas. PKB*6,0
028KRAFT,Bolsa Papel Estraza #2 - 10x24.5x6 cm CAJA 500 Pzas. PKB*6,0
028KRAFTP,Bolsa Papel Estraza #2 - 10x24.5x6 cm PQTE 100 Pzas. PKB*6,0
029.0KRAFT,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm CAJA 500 Pzas. PKB*6,0
029.0KRAFTP,Bolsa Papel Estraza #3 - 12.5x26.5x6.5 cm PQTE 100 Pzas. PKB*6,0
029.1KRAFT,Bolsa Papel Estraza #4 - 13x30x7 cm CAJA 500 Pzas. PKB*6,0
029.1KRAFTP,Bolsa Papel Estraza #4 - 13x30x7 cm PQTE 100 Pzas. PKB*6,0
029.2KRAFT,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm CAJA 500 Pzas. PKB*6,0
029.2KRAFTP,Bolsa Papel Estraza #5 - 13.5x32.5x7.5 cm PQTE 100 Pzas. PKB*6,0
029.3KRAFT,Bolsa Papel Estraza #6 - 14.5x34x9 cm CAJA 500 Pzas. PKB*6,0
029.3KRAFTP,Bolsa Papel Estraza #6 - 14.5x34x9 cm PQTE 100 Pzas. PKB*6,0
030.0KRAFT,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm CAJA 500 Pzas. PKB*6,0
030.0KRAFTP,Bolsa Papel Estraza no. 212 (Baguette) 12x41x6 cm PQTE 100 Pzas. PKB*6,0
030.1KRAFT,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm CAJA 500 Pzas. PKB*6,0
030.1KRAFTP,Bolsa Papel Estraza no. 300 (Baguette) 20.5x49x12 cm PQTE 100 Pzas. PKB*6,0
030.2KRAFT,"Bolsa Papel Kraft reciclado (Baguette) 12x64x6 CAJA 1,000 Pzas. PKB*7",0
030.2KRAFTP,Bolsa Papel Kraft reciclado (Baguette) 12x64x6 PQTE 100 Pzas. PKB*7,0
023KRAFT,"Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm CAJA 1,000 Pzas. PKB*7",0
023KRAFTP,Bolsa t/Sobre P Kraft Natural p/Cubierto Impresa 7x25 cm PQTE 100 Pzas. PKB*7,0
062KRAFTP,Bolsas c/asa Troquelada Kraft Duq. XG 38x36x21.5 cm. PQTE 50 pzas.,0
056KRAFTP,Bolsas Multiusos c/cierre Stand Up Kraft/ventana 250 Grs. PQTE. 50 Pzas.,0
002KRAFT,Caja P Kraft p/Pizza 25x25 cm CAJA 100 Pzas. PKB*10,0
